id_child,placement_start_date,placement_end_date,resource_type_on_this_placement,placement_index,removal_county,placement_county,id_provider,placement_length
25416,1/1/22,2/21/24,kin,1,Kendall,Putnam,NA,781
25416,2/21/24,5/23/24,kin,2,Kendall,Macoupin,NA,92
25417,1/1/22,2/14/22,kin,1,DuPage,DuPage,NA,44
25417,2/14/22,3/15/22,kin,2,DuPage,White,NA,29
25417,3/15/22,3/25/22,foster_home,3,DuPage,DuPage,501463,10
25418,1/1/22,2/10/24,foster_home,1,Will,Will,507076,770
25418,2/10/24,7/1/26,foster_home,2,Will,Brown,500220,872
25419,3/20/25,7/1/26,foster_home,1,Logan,Union,506400,468
25421,1/1/22,4/15/22,kin,1,Will,Clark,NA,104
25422,12/30/23,7/19/24,foster_home,1,DuPage,Boone,500177,202
25422,7/19/24,7/1/26,kin,2,DuPage,DuPage,NA,712
25424,5/29/24,6/21/24,foster_home,1,Rock Island,Rock Island,505855,23
25424,6/21/24,12/8/24,kin,2,Rock Island,Warren,NA,170
25424,12/8/24,1/11/25,kin,3,Rock Island,Rock Island,NA,34
25425,3/2/25,10/6/25,kin,1,Macon,Madison,NA,218
25425,10/6/25,10/30/25,foster_home,2,Macon,Kankakee,503347,24
25425,10/30/25,11/3/25,foster_home,3,Macon,Macon,504484,4
25425,11/3/25,11/4/25,nonfamily,4,Macon,Macon,800204,1
25425,11/4/25,11/15/25,kin,5,Macon,Macon,NA,11
25425,11/15/25,11/26/25,foster_home,6,Macon,LaSalle,503546,11
25425,11/26/25,12/2/25,foster_home,7,Macon,Lawrence,504308,6
25425,12/2/25,1/18/26,kin,8,Macon,Bond,NA,47
25426,12/7/24,12/20/24,nonfamily,1,Will,Ford,800096,13
25426,12/20/24,2/20/25,foster_home,2,Will,McLean,504951,62
25429,3/30/22,7/9/24,kin,1,Rock Island,Winnebago,NA,832
25429,7/9/24,7/20/24,foster_home,2,Rock Island,Macon,504495,11
25430,1/1/22,4/29/24,kin,1,Lake,Lake,NA,849
25430,4/29/24,5/2/24,foster_home,2,Lake,Mason,504717,3
25430,5/2/24,8/21/24,kin,3,Lake,Lake,NA,111
25430,8/21/24,7/1/26,kin,4,Lake,Macoupin,NA,679
25431,9/30/25,7/1/26,kin,1,DuPage,Fayette,NA,274
25432,1/1/22,11/15/23,foster_home,1,DuPage,DuPage,501555,683
25432,11/15/23,11/24/23,foster_home,2,DuPage,Gallatin,502150,9
25433,1/1/22,1/23/22,foster_home,1,Henderson,Hancock,502316,22
25433,1/23/22,1/29/22,foster_home,2,Henderson,Douglas,501233,6
25433,1/29/22,11/27/23,kin,3,Henderson,Lake,NA,667
25433,11/27/23,4/23/25,foster_home,4,Henderson,Jo Daviess,502707,513
25433,4/23/25,8/28/25,kin,5,Henderson,Henry,NA,127
25439,1/1/22,3/25/23,kin,1,McHenry,Lawrence,NA,448
25439,3/25/23,9/4/24,foster_home,2,McHenry,McHenry,504846,529
25439,9/4/24,1/11/25,foster_home,3,McHenry,McHenry,504865,129
25439,1/11/25,1/17/25,foster_home,4,McHenry,Tazewell,506367,6
25439,1/17/25,5/15/25,kin,5,McHenry,Ford,NA,118
25439,5/15/25,7/17/25,foster_home,6,McHenry,McHenry,504885,63
25443,8/8/25,7/1/26,kin,1,Lake,Lake,NA,327
25444,1/1/22,1/17/22,foster_home,1,Will,Will,507044,16
25445,1/1/22,10/10/23,foster_home,1,Cook,Macoupin,504507,647
25446,1/1/22,3/26/23,foster_home,1,DuPage,Schuyler,506046,449
25446,3/26/23,10/26/25,kin,2,DuPage,DuPage,NA,945
25446,10/26/25,11/30/25,kin,3,DuPage,DuPage,NA,35
25448,1/5/26,1/7/26,foster_home,1,Lake,Lake,504117,2
25448,1/7/26,7/1/26,kin,2,Lake,Hamilton,NA,175
25450,6/15/25,7/12/25,foster_home,1,Kane,Mercer,505136,27
25450,7/12/25,8/8/25,kin,2,Kane,Mercer,NA,27
25450,8/8/25,12/1/25,foster_home,3,Kane,Stephenson,506229,115
25450,12/1/25,12/11/25,foster_home,4,Kane,Kane,503223,10
25454,1/1/22,1/17/23,kin,1,McHenry,McHenry,NA,381
25454,1/17/23,6/21/24,foster_home,2,McHenry,Lawrence,504322,521
25455,1/1/22,1/21/22,foster_home,1,Cook,Will,507136,20
25455,1/21/22,5/24/22,foster_home,2,Cook,Lake,503713,123
25457,1/1/22,8/27/22,kin,1,Whiteside,Whiteside,NA,238
25457,8/27/22,8/28/22,foster_home,2,Whiteside,Whiteside,506719,1
25460,7/16/23,4/4/25,foster_home,1,Cook,Lake,503591,628
25460,4/4/25,5/13/25,foster_home,2,Cook,Will,506843,39
25461,10/6/22,9/7/23,kin,1,Peoria,LaSalle,NA,336
25461,9/7/23,2/12/24,kin,2,Peoria,Bureau,NA,158
25461,2/12/24,5/3/24,foster_home,3,Peoria,Kendall,503414,81
25462,1/1/22,9/10/22,kin,1,Christian,Christian,NA,252
25463,6/30/26,7/1/26,foster_home,1,DuPage,McLean,504952,1
25466,1/1/22,2/20/23,kin,1,Cook,Kendall,NA,415
25466,2/20/23,4/3/23,kin,2,Cook,Kane,NA,42
25470,3/19/23,3/29/23,foster_home,1,Johnson,Johnson,502738,10
25470,3/29/23,3/27/24,nonfamily,2,Johnson,Lake,800187,364
25470,3/27/24,5/7/24,foster_home,3,Johnson,Wayne,506638,41
25470,5/7/24,7/1/26,kin,4,Johnson,Johnson,NA,785
25471,6/7/24,7/1/26,kin,1,McHenry,Franklin,NA,754
25474,1/1/22,5/23/24,foster_home,1,Bond,Monroe,505198,873
25476,1/12/22,6/25/23,kin,1,Cook,Kane,NA,529
25476,6/25/23,8/21/23,foster_home,2,Cook,Lake,504175,57
25476,8/21/23,9/26/23,foster_home,3,Cook,Will,507216,36
25476,9/26/23,2/12/24,kin,4,Cook,Randolph,NA,139
25476,2/12/24,5/3/24,kin,5,Cook,Johnson,NA,81
25476,5/3/24,5/17/24,foster_home,6,Cook,DuPage,501299,14
25476,5/17/24,5/19/24,foster_home,7,Cook,Kane,503155,2
25478,1/1/22,6/28/23,kin,1,DuPage,Wabash,NA,543
25478,6/28/23,10/28/25,kin,2,DuPage,Adams,NA,853
25478,10/28/25,7/1/26,kin,3,DuPage,Union,NA,246
25479,1/1/22,1/10/24,kin,1,Lake,Lake,NA,739
25479,1/10/24,4/29/25,kin,2,Lake,Knox,NA,475
25479,4/29/25,7/1/26,foster_home,3,Lake,Henry,502421,428
25480,1/28/25,3/28/25,kin,1,Cook,Cook,NA,59
25480,3/28/25,4/24/25,foster_home,2,Cook,Cook,500728,27
25480,4/24/25,5/20/25,foster_home,3,Cook,Lake,503631,26
25480,5/20/25,5/27/25,foster_home,4,Cook,Montgomery,505284,7
25480,5/27/25,6/13/25,foster_home,5,Cook,Kane,502789,17
25482,1/1/22,7/16/23,foster_home,1,Winnebago,Washington,506557,561
25483,1/1/22,10/30/22,foster_home,1,Cook,Lake,503961,302
25483,10/30/22,4/27/23,kin,2,Cook,Cook,NA,179
25483,4/27/23,5/2/23,foster_home,3,Cook,Lake,504038,5
25483,5/2/23,7/1/26,foster_home,4,Cook,DuPage,501643,1156
25484,1/1/22,8/30/23,kin,1,Cook,Vermilion,NA,606
25484,8/30/23,9/9/23,foster_home,2,Cook,Cook,500813,10
25485,1/1/22,6/13/23,foster_home,1,Champaign,Kankakee,503358,528
25485,6/13/23,7/15/23,foster_home,2,Champaign,Saline,505947,32
25485,7/15/23,9/30/23,foster_home,3,Champaign,Clinton,500594,77
25485,9/30/23,7/1/26,kin,4,Champaign,Champaign,NA,1005
25486,1/1/22,1/2/24,foster_home,1,Champaign,Macoupin,504554,731
25486,1/2/24,9/2/25,foster_home,2,Champaign,Jackson,502500,609
25487,1/1/22,1/27/24,kin,1,DuPage,DuPage,NA,756
25489,1/1/22,1/8/22,foster_home,1,Kane,Christian,500459,7
25489,1/8/22,5/15/22,foster_home,2,Kane,Mason,504724,127
25489,5/15/22,1/5/23,foster_home,3,Kane,Kane,503121,235
25489,1/5/23,3/3/23,foster_home,4,Kane,Kane,502973,57
25489,3/3/23,3/28/23,foster_home,5,Kane,Kane,502904,25
25489,3/28/23,9/23/24,foster_home,6,Kane,Macon,504481,545
25490,12/27/22,9/26/25,kin,1,LaSalle,Henry,NA,1004
25490,9/26/25,10/27/25,foster_home,2,LaSalle,Sangamon,505975,31
25490,10/27/25,12/10/25,kin,3,LaSalle,LaSalle,NA,44
25490,12/10/25,7/1/26,kin,4,LaSalle,LaSalle,NA,203
25495,1/1/22,10/28/23,kin,1,Lake,Lake,NA,665
25495,10/28/23,11/29/23,foster_home,2,Lake,Lake,503707,32
25497,4/4/22,5/27/22,foster_home,1,Cook,Pike,505615,53
25497,5/27/22,7/7/22,foster_home,2,Cook,Kane,502835,41
25497,7/7/22,1/24/25,foster_home,3,Cook,DuPage,501546,932
25497,1/24/25,7/1/26,foster_home,4,Cook,Lake,503865,523
25499,1/22/25,1/31/25,foster_home,1,Kane,Kane,502906,9
25499,1/31/25,5/26/26,kin,2,Kane,Kane,NA,480
25499,5/26/26,7/1/26,foster_home,3,Kane,Kane,503146,36
25500,3/2/24,4/1/24,foster_home,1,Cook,Lake,503893,30
25500,4/1/24,6/29/26,foster_home,2,Cook,DuPage,501498,819
25500,6/29/26,6/30/26,nonfamily,3,Cook,Iroquois,800133,1
25500,6/30/26,7/1/26,foster_home,4,Cook,Cook,500954,1
25501,1/1/22,3/18/24,foster_home,1,Will,Wabash,506487,807
25501,3/18/24,5/4/24,foster_home,2,Will,Jersey,502661,47
25501,5/4/24,7/1/26,kin,3,Will,Will,NA,788
25502,1/1/22,7/17/23,foster_home,1,Rock Island,Cumberland,501074,562
25502,7/17/23,11/8/24,kin,2,Rock Island,Coles,NA,480
25502,11/8/24,7/1/26,foster_home,3,Rock Island,Christian,500471,600
25509,1/29/26,7/1/26,kin,1,Cook,Cook,NA,153
25513,1/1/22,4/18/22,kin,1,Kane,McHenry,NA,107
25513,4/18/22,5/5/22,foster_home,2,Kane,Williamson,507338,17
25513,5/5/22,5/13/22,foster_home,3,Kane,Kane,502857,8
25513,5/13/22,8/3/22,foster_home,4,Kane,Kankakee,503294,82
25513,8/3/22,8/7/22,foster_home,5,Kane,Shelby,506135,4
25513,8/7/22,8/18/22,foster_home,6,Kane,Shelby,506127,11
25513,8/18/22,9/1/22,foster_home,7,Kane,Kane,502828,14
25513,9/1/22,10/6/22,foster_home,8,Kane,Jersey,502639,35
25513,10/6/22,10/13/22,nonfamily,9,Kane,Perry,800270,7
25513,10/13/22,12/26/22,foster_home,10,Kane,Kane,503134,74
25515,1/1/22,10/5/23,foster_home,1,Cook,Brown,500220,642
25515,10/5/23,7/1/26,foster_home,2,Cook,Lake,504051,1000
25516,12/1/22,3/19/24,kin,1,Lake,Lake,NA,474
25516,3/19/24,7/1/26,foster_home,2,Lake,Macon,504458,834
25517,1/1/22,1/17/23,foster_home,1,Kane,Kane,503193,381
25519,1/1/22,12/23/22,kin,1,Lake,Lake,NA,356
25519,12/23/22,1/28/23,foster_home,2,Lake,Lake,504212,36
25522,1/1/22,11/20/22,foster_home,1,Cook,Macon,504490,323
25522,11/20/22,12/7/22,foster_home,2,Cook,DuPage,501483,17
25522,12/7/22,1/5/26,foster_home,3,Cook,Cook,500939,1125
25524,4/14/23,6/27/23,kin,1,DuPage,DuPage,NA,74
25524,6/27/23,11/4/23,kin,2,DuPage,DuPage,NA,130
25524,11/4/23,7/1/26,foster_home,3,DuPage,Kane,502967,970
25525,5/10/25,5/12/25,foster_home,1,Will,Winnebago,507389,2
25525,5/12/25,7/1/26,foster_home,2,Will,Scott,506069,415
25526,9/7/24,11/21/24,foster_home,1,Cook,Lake,503867,75
25526,11/21/24,1/22/25,foster_home,2,Cook,Lake,503558,62
25526,1/22/25,10/20/25,kin,3,Cook,Rock Island,NA,271
25526,10/20/25,10/22/25,foster_home,4,Cook,DuPage,501718,2
25527,1/1/22,11/10/22,foster_home,1,Cook,Sangamon,506010,313
25527,11/10/22,8/9/24,foster_home,2,Cook,Coles,500613,638
25527,8/9/24,6/5/26,kin,3,Cook,Cook,NA,665
25527,6/5/26,7/1/26,foster_home,4,Cook,Union,506384,26
25528,1/1/22,5/3/23,foster_home,1,Cook,Kane,502819,487
25529,4/10/23,5/12/23,foster_home,1,Cook,Will,507144,32
25529,5/12/23,10/23/25,kin,2,Cook,Lee,NA,895
25529,10/23/25,7/1/26,foster_home,3,Cook,Logan,504410,251
25531,8/18/25,7/1/26,foster_home,1,Peoria,Monroe,505214,317
25532,1/1/22,8/31/23,foster_home,1,McHenry,McHenry,504894,607
25532,8/31/23,9/3/23,foster_home,2,McHenry,McHenry,504822,3
25532,9/3/23,11/1/23,foster_home,3,McHenry,Clark,500505,59
25533,1/1/22,6/14/23,foster_home,1,Rock Island,Rock Island,505895,529
25533,6/14/23,9/1/25,foster_home,2,Rock Island,Rock Island,505867,810
25533,9/1/25,9/7/25,foster_home,3,Rock Island,Rock Island,505895,6
25533,9/7/25,11/22/25,kin,4,Rock Island,Hardin,NA,76
25535,1/1/22,4/29/22,foster_home,1,Grundy,Grundy,502214,118
25539,1/1/22,2/22/24,kin,1,Stark,Stark,NA,782
25539,2/22/24,3/20/24,nonfamily,2,Stark,Winnebago,800371,27
25539,3/20/24,10/18/24,foster_home,3,Stark,Stark,506216,212
25539,10/18/24,6/5/25,kin,4,Stark,Stark,NA,230
25539,6/5/25,6/20/25,foster_home,5,Stark,Clay,500526,15
25539,6/20/25,8/5/25,foster_home,6,Stark,Iroquois,502446,46
25542,1/1/22,12/16/23,foster_home,1,Kane,Calhoun,500291,714
25542,12/16/23,10/1/25,foster_home,2,Kane,Kane,502741,655
25542,10/1/25,11/24/25,foster_home,3,Kane,Clark,500494,54
25542,11/24/25,11/30/25,foster_home,4,Kane,Douglas,501267,6
25544,4/5/23,4/23/23,foster_home,1,Cook,Lake,503671,18
25544,4/23/23,5/10/23,kin,2,Cook,Cook,NA,17
25544,5/10/23,3/20/25,foster_home,3,Cook,Kane,502885,680
25544,3/20/25,3/22/25,foster_home,4,Cook,Cook,501000,2
25544,3/22/25,6/23/25,foster_home,5,Cook,DuPage,501299,93
25544,6/23/25,7/30/25,foster_home,6,Cook,Lake,503817,37
25544,7/30/25,10/1/25,nonfamily,7,Cook,Union,800333,63
25548,1/1/22,6/2/24,kin,1,Cook,Cook,NA,883
25548,6/2/24,11/3/24,kin,2,Cook,Adams,NA,154
25548,11/3/24,7/1/26,foster_home,3,Cook,Cook,500706,605
25549,12/7/24,12/11/24,foster_home,1,DuPage,Jackson,502497,4
25549,12/11/24,12/20/24,foster_home,2,DuPage,Johnson,502711,9
25551,1/1/22,6/26/23,kin,1,DuPage,DuPage,NA,541
25552,1/1/22,2/4/22,kin,1,Will,Will,NA,34
25554,1/1/22,2/24/23,kin,1,Ogle,Ogle,NA,419
25554,2/24/23,5/9/26,kin,2,Ogle,Iroquois,NA,1170
25554,5/9/26,7/1/26,kin,3,Ogle,Jefferson,NA,53
25555,8/16/23,3/28/26,foster_home,1,Kendall,DeKalb,501227,955
25555,3/28/26,7/1/26,foster_home,2,Kendall,Kendall,503417,95
25556,1/1/22,5/8/23,foster_home,1,St. Clair,Putnam,505717,492
25556,5/8/23,4/13/25,foster_home,2,St. Clair,Kankakee,503277,706
25556,4/13/25,7/16/25,foster_home,3,St. Clair,McLean,505012,94
25556,7/16/25,10/13/25,kin,4,St. Clair,St. Clair,NA,89
25556,10/13/25,11/3/25,foster_home,5,St. Clair,St. Clair,506147,21
25558,1/1/22,3/9/22,kin,1,Cook,Cook,NA,67
25559,12/19/24,2/20/25,foster_home,1,LaSalle,Stark,506213,63
25559,2/20/25,5/12/25,kin,2,LaSalle,McLean,NA,81
25559,5/12/25,7/1/26,foster_home,3,LaSalle,Boone,500153,415
25563,6/16/22,11/23/24,foster_home,1,Kane,Kane,503209,891
25563,11/23/24,5/9/25,foster_home,2,Kane,Stephenson,506253,167
25563,5/9/25,7/27/25,foster_home,3,Kane,Logan,504451,79
25563,7/27/25,7/1/26,foster_home,4,Kane,Knox,503496,339
25566,11/29/23,12/7/23,kin,1,Boone,Boone,NA,8
25566,12/7/23,4/4/24,kin,2,Boone,Gallatin,NA,119
25566,4/4/24,7/7/24,kin,3,Boone,Pike,NA,94
25567,5/27/24,8/14/24,foster_home,1,Cook,Lake,504265,79
25567,8/14/24,1/25/26,kin,2,Cook,Pike,NA,529
25568,1/1/22,4/6/22,kin,1,McLean,McLean,NA,95
25568,4/6/22,5/1/22,foster_home,2,McLean,Mercer,505136,25
25571,10/7/23,10/9/23,foster_home,1,Will,Will,507269,2
25571,10/9/23,5/29/24,foster_home,2,Will,Kane,503109,233
25571,5/29/24,6/6/24,foster_home,3,Will,Kane,502795,8
25571,6/6/24,10/19/24,foster_home,4,Will,Wayne,506658,135
25571,10/19/24,10/23/24,nonfamily,5,Will,Jo Daviess,800152,4
25571,10/23/24,10/29/24,kin,6,Will,Alexander,NA,6
25573,1/1/22,8/20/22,kin,1,Knox,Crawford,NA,231
25573,8/20/22,9/7/22,nonfamily,2,Knox,Mercer,800249,18
25573,9/7/22,2/9/23,foster_home,3,Knox,Richland,505802,155
25574,3/5/22,4/4/22,foster_home,1,Cook,DuPage,501475,30
25574,4/4/22,6/21/22,kin,2,Cook,Cook,NA,78
25574,6/21/22,3/17/23,foster_home,3,Cook,Lake,503913,269
25574,3/17/23,4/11/23,kin,4,Cook,Cook,NA,25
25576,1/1/22,6/4/22,kin,1,Cook,Cook,NA,154
25576,6/4/22,6/12/22,kin,2,Cook,Greene,NA,8
25576,6/12/22,7/17/25,foster_home,3,Cook,Lake,504286,1131
25578,1/1/22,8/6/23,kin,1,Cook,Cook,NA,582
25580,1/1/22,5/1/22,foster_home,1,McHenry,Fayette,501960,120
25580,5/1/22,1/16/24,foster_home,2,McHenry,McHenry,504923,625
25580,1/16/24,2/27/24,foster_home,3,McHenry,Moultrie,505368,42
25580,2/27/24,3/24/24,foster_home,4,McHenry,Champaign,500407,26
25580,3/24/24,7/1/26,kin,5,McHenry,McHenry,NA,829
25583,1/1/22,4/17/22,kin,1,Cook,DuPage,NA,106
25583,4/17/22,7/4/22,foster_home,2,Cook,Cook,500986,78
25583,7/4/22,7/9/22,foster_home,3,Cook,Cook,500679,5
25585,1/1/22,8/7/22,kin,1,Lake,Piatt,NA,218
25585,8/7/22,9/23/22,foster_home,2,Lake,Lawrence,504295,47
25585,9/23/22,3/10/24,kin,3,Lake,Lake,NA,534
25585,3/10/24,3/11/24,nonfamily,4,Lake,Marion,800217,1
25585,3/11/24,3/19/24,foster_home,5,Lake,Lake,504201,8
25585,3/19/24,7/1/26,kin,6,Lake,Lake,NA,834
25586,11/23/24,7/1/26,kin,1,Winnebago,Winnebago,NA,585
25587,4/14/25,12/9/25,kin,1,Kane,Kane,NA,239
25587,12/9/25,12/17/25,foster_home,2,Kane,Kane,502953,8
25587,12/17/25,1/18/26,foster_home,3,Kane,Stark,506197,32
25587,1/18/26,3/3/26,foster_home,4,Kane,Fayette,501957,44
25587,3/3/26,3/11/26,foster_home,5,Kane,Clay,500525,8
25587,3/11/26,3/26/26,nonfamily,6,Kane,Clinton,800044,15
25587,3/26/26,5/30/26,foster_home,7,Kane,Massac,504744,65
25587,5/30/26,6/4/26,foster_home,8,Kane,Tazewell,506341,5
25587,6/4/26,6/6/26,foster_home,9,Kane,Kane,502806,2
25587,6/6/26,6/16/26,foster_home,10,Kane,Kane,503203,10
25587,6/16/26,7/1/26,foster_home,11,Kane,LaSalle,503523,15
25588,1/1/22,1/2/22,nonfamily,1,Coles,Morgan,800258,1
25588,1/2/22,4/1/22,foster_home,2,Coles,Fayette,501948,89
25588,4/1/22,5/3/22,kin,3,Coles,Marshall,NA,32
25589,1/1/22,5/15/23,foster_home,1,Effingham,Christian,500452,499
25595,1/1/22,3/2/22,kin,1,Cook,Effingham,NA,60
25595,3/2/22,4/11/22,foster_home,2,Cook,Cook,500688,40
25595,4/11/22,4/13/24,foster_home,3,Cook,Kane,503023,733
25595,4/13/24,10/17/24,foster_home,4,Cook,Cook,500956,187
25595,10/17/24,10/21/24,foster_home,5,Cook,Cook,500737,4
25595,10/21/24,11/23/24,foster_home,6,Cook,Bureau,500278,33
25595,11/23/24,12/29/24,foster_home,7,Cook,Ogle,505429,36
25596,3/21/25,4/2/25,foster_home,1,St. Clair,Monroe,505257,12
25596,4/2/25,7/1/26,foster_home,2,St. Clair,Stephenson,506239,455
25600,4/14/26,7/1/26,foster_home,1,Cook,DuPage,501754,78
25601,2/6/24,2/29/24,foster_home,1,DuPage,DuPage,501366,23
25601,2/29/24,7/1/26,kin,2,DuPage,Jefferson,NA,853
25602,6/14/24,12/9/25,kin,1,Will,Will,NA,543
25602,12/9/25,7/1/26,kin,2,Will,Will,NA,204
25606,1/1/22,4/18/24,kin,1,Lake,Macoupin,NA,838
25606,4/18/24,9/13/25,foster_home,2,Lake,Lake,503676,513
25606,9/13/25,10/16/25,foster_home,3,Lake,Crawford,501051,33
25608,10/31/23,2/11/26,foster_home,1,Lake,Bureau,500262,834
25608,2/11/26,7/1/26,foster_home,2,Lake,Lake,504215,140
25609,10/5/23,10/8/23,foster_home,1,Cook,DuPage,501822,3
25609,10/8/23,12/21/23,kin,2,Cook,Schuyler,NA,74
25609,12/21/23,7/5/24,kin,3,Cook,Cook,NA,197
25609,7/5/24,7/1/26,foster_home,4,Cook,Bond,500138,726
25611,11/11/24,5/14/25,kin,1,Will,Whiteside,NA,184
25611,5/14/25,5/15/25,nonfamily,2,Will,Will,800364,1
25611,5/15/25,6/3/25,foster_home,3,Will,Clark,500502,19
25611,6/3/25,7/21/25,foster_home,4,Will,Will,507204,48
25611,7/21/25,10/7/25,foster_home,5,Will,Christian,500466,78
25612,1/1/22,3/4/22,kin,1,Will,Will,NA,62
25614,9/7/24,11/7/25,kin,1,DuPage,Massac,NA,426
25614,11/7/25,11/16/25,foster_home,2,DuPage,Jo Daviess,502676,9
25615,3/17/25,7/1/26,kin,1,DuPage,DuPage,NA,471
25616,8/4/22,2/28/25,kin,1,DuPage,Madison,NA,939
25616,2/28/25,7/1/26,kin,2,DuPage,McHenry,NA,488
25617,5/23/23,7/1/26,foster_home,1,LaSalle,Jefferson,502571,1135
25618,1/1/22,10/16/22,foster_home,1,DuPage,St. Clair,506138,288
25618,10/16/22,10/23/22,foster_home,2,DuPage,Clinton,500592,7
25618,10/23/22,1/26/24,foster_home,3,DuPage,DuPage,501736,460
25618,1/26/24,2/6/24,kin,4,DuPage,DuPage,NA,11
25618,2/6/24,7/1/26,kin,5,DuPage,White,NA,876
25620,11/13/25,2/8/26,foster_home,1,DuPage,Lake,504272,87
25620,2/8/26,7/1/26,foster_home,2,DuPage,Johnson,502739,143
25621,12/10/23,12/11/23,nonfamily,1,Lake,White,800355,1
25621,12/11/23,6/15/25,foster_home,2,Lake,Lake,504168,552
25621,6/15/25,11/25/25,foster_home,3,Lake,Lake,503785,163
25621,11/25/25,12/2/25,foster_home,4,Lake,Knox,503449,7
25621,12/2/25,7/1/26,kin,5,Lake,Mercer,NA,211
25622,1/21/26,7/1/26,foster_home,1,Peoria,Kendall,503423,161
25623,11/29/23,12/9/23,foster_home,1,Will,Will,507136,10
25626,11/25/25,7/1/26,kin,1,Peoria,Douglas,NA,218
25627,1/1/22,3/26/22,foster_home,1,Rock Island,Rock Island,505831,84
25628,9/11/22,9/18/22,foster_home,1,DuPage,DuPage,501515,7
25628,9/18/22,11/19/24,kin,2,DuPage,Union,NA,793
25628,11/19/24,6/9/25,kin,3,DuPage,Stephenson,NA,202
25628,6/9/25,6/10/25,foster_home,4,DuPage,DuPage,501614,1
25628,6/10/25,7/17/25,foster_home,5,DuPage,DuPage,501550,37
25628,7/17/25,7/1/26,kin,6,DuPage,Douglas,NA,349
25629,1/1/22,3/25/22,kin,1,Kane,Pike,NA,83
25629,3/25/22,1/15/24,kin,2,Kane,Hamilton,NA,661
25629,1/15/24,5/4/24,foster_home,3,Kane,Edgar,501850,110
25629,5/4/24,12/11/25,foster_home,4,Kane,Montgomery,505273,586
25629,12/11/25,2/25/26,kin,5,Kane,Sangamon,NA,76
25632,12/31/25,1/7/26,foster_home,1,Morgan,Randolph,505758,7
25632,1/7/26,1/9/26,foster_home,2,Morgan,Morgan,505321,2
25634,1/1/22,1/17/22,foster_home,1,Winnebago,Boone,500175,16
25634,1/17/22,9/25/22,foster_home,2,Winnebago,Winnebago,507374,251
25634,9/25/22,10/8/22,foster_home,3,Winnebago,McLean,504981,13
25634,10/8/22,5/7/24,foster_home,4,Winnebago,Kankakee,503290,577
25634,5/7/24,7/4/24,kin,5,Winnebago,McLean,NA,58
25634,7/4/24,8/27/24,foster_home,6,Winnebago,Kankakee,503318,54
25636,1/1/22,4/29/23,foster_home,1,Will,Will,506777,483
25636,4/29/23,3/2/26,kin,2,Will,Will,NA,1038
25636,3/2/26,3/23/26,foster_home,3,Will,DuPage,501418,21
25636,3/23/26,3/24/26,nonfamily,4,Will,Menard,800247,1
25636,3/24/26,4/11/26,foster_home,5,Will,Hardin,502341,18
25636,4/11/26,7/1/26,foster_home,6,Will,Cook,500705,81
25637,1/1/22,7/13/23,foster_home,1,Cook,Cook,500963,558
25639,1/1/22,1/16/22,foster_home,1,DuPage,McDonough,504789,15
25639,1/16/22,3/24/22,foster_home,2,DuPage,Putnam,505737,67
25639,3/24/22,7/3/23,foster_home,3,DuPage,Effingham,501900,466
25640,12/17/22,8/12/25,foster_home,1,Will,Saline,505938,969
25640,8/12/25,9/22/25,foster_home,2,Will,Vermilion,506455,41
25640,9/22/25,11/1/25,foster_home,3,Will,Will,506828,40
25640,11/1/25,11/17/25,foster_home,4,Will,Will,506779,16
25640,11/17/25,12/5/25,foster_home,5,Will,Will,507136,18
25640,12/5/25,7/1/26,foster_home,6,Will,Will,507259,208
25644,1/1/22,12/12/22,kin,1,Will,Coles,NA,345
25644,12/12/22,1/6/23,foster_home,2,Will,Wayne,506653,25
25644,1/6/23,7/28/24,kin,3,Will,McLean,NA,569
25644,7/28/24,6/24/25,kin,4,Will,Hancock,NA,331
25644,6/24/25,8/12/25,foster_home,5,Will,Logan,504408,49
25644,8/12/25,8/15/25,foster_home,6,Will,Will,507009,3
25644,8/15/25,8/16/25,nonfamily,7,Will,Marion,800221,1
25644,8/16/25,10/17/25,kin,8,Will,McHenry,NA,62
25644,10/17/25,10/22/25,kin,9,Will,Will,NA,5
25644,10/22/25,2/21/26,kin,10,Will,Will,NA,122
25644,2/21/26,7/1/26,kin,11,Will,Greene,NA,130
25645,1/1/22,7/24/22,foster_home,1,Kane,Kane,503159,204
25647,6/21/25,8/21/25,foster_home,1,Cook,Cook,500849,61
25647,8/21/25,10/2/25,kin,2,Cook,Cook,NA,42
25649,1/1/22,2/17/23,foster_home,1,Cook,Lake,503982,412
25649,2/17/23,9/6/23,foster_home,2,Cook,Will,507305,201
25649,9/6/23,12/30/23,foster_home,3,Cook,Lake,504247,115
25657,1/1/22,3/27/22,kin,1,Rock Island,Rock Island,NA,85
25659,1/1/22,10/31/22,kin,1,Cook,Rock Island,NA,303
25659,10/31/22,11/22/22,foster_home,2,Cook,Cook,500797,22
25659,11/22/22,10/26/25,foster_home,3,Cook,Kane,503129,1069
25659,10/26/25,11/14/25,foster_home,4,Cook,Will,506965,19
25659,11/14/25,7/1/26,kin,5,Cook,Cook,NA,229
25661,1/1/22,6/27/24,foster_home,1,Cook,Cook,500771,908
25665,8/7/22,7/25/25,kin,1,DuPage,Kankakee,NA,1083
25665,7/25/25,11/11/25,kin,2,DuPage,Tazewell,NA,109
25668,3/5/24,3/12/24,foster_home,1,Jefferson,Jefferson,502610,7
25668,3/12/24,3/20/24,foster_home,2,Jefferson,Warren,506538,8
