id_child,removal_date,discharge_date,age_at_removal,most_recent_age,removal_county
23200,1/1/22,2/24/24,15,17,Cook
23201,1/17/24,4/2/24,1,1,Whiteside
23203,1/1/22,9/27/22,5,5,DuPage
23205,5/30/23,NA,8,11,DuPage
23206,1/1/22,NA,2,6,Madison
23207,1/1/22,11/27/22,14,14,Kane
23208,1/1/22,8/16/24,7,9,Cook
23209,11/5/22,NA,4,7,Rock Island
23211,5/8/22,NA,11,15,Lake
23215,7/3/24,NA,14,15,Cook
23216,12/8/25,NA,16,16,Tazewell
23221,3/11/22,NA,8,12,Woodford
23223,4/21/24,NA,11,13,Logan
23224,1/1/22,6/2/23,14,15,Vermilion
23227,5/1/23,NA,3,6,Will
23229,9/25/25,NA,3,3,Marion
23230,1/1/22,1/28/24,7,9,DuPage
23231,1/1/22,11/27/24,13,15,DuPage
23234,1/20/26,NA,5,5,St. Clair
23235,1/1/22,NA,1,5,Cook
23239,3/2/22,10/8/24,6,8,Will
23240,1/1/22,6/27/25,12,15,St. Clair
23242,8/21/24,NA,10,11,Champaign
23248,3/26/25,NA,11,12,Rock Island
23250,12/21/24,NA,0,1,Bond
23254,7/6/23,6/29/25,0,1,Henderson
23258,1/1/22,NA,12,16,Lake
23259,1/1/22,NA,7,11,Hancock
23260,6/10/22,2/12/26,9,12,Kane
23262,10/5/22,5/23/25,1,3,DuPage
23267,4/30/24,NA,15,17,Cook
23270,1/1/22,1/7/25,0,3,Cook
23273,1/1/22,NA,4,8,Cook
23274,11/8/25,NA,11,11,Rock Island
23276,5/22/26,NA,4,4,DuPage
23277,1/1/22,4/8/24,15,17,Pike
23278,8/22/23,NA,4,6,Lake
23279,1/1/22,NA,11,15,Cook
23281,9/20/22,5/10/25,12,14,Cook
23282,2/22/25,NA,1,2,Cook
23283,3/24/22,9/10/25,5,8,Monroe
23284,12/24/24,NA,10,11,Edgar
23285,7/31/23,NA,7,9,Cook
23287,12/8/23,NA,14,16,Washington
23288,9/13/24,NA,9,10,DuPage
23290,6/28/25,9/1/25,10,10,Kane
23291,9/9/23,NA,14,16,Cook
23292,8/26/23,NA,15,17,Cook
23293,3/17/23,NA,3,6,Lake
23294,6/9/22,3/27/23,13,13,DuPage
23297,10/14/22,2/16/23,8,8,Lake
23298,11/21/24,5/3/26,12,13,Coles
23302,12/16/23,1/6/24,4,4,Champaign
23304,1/1/22,4/1/23,0,1,Clay
23305,6/4/22,NA,11,15,Cook
23306,7/5/25,NA,10,10,Will
23307,8/3/25,NA,9,9,Lake
23311,1/1/22,NA,10,14,DuPage
23312,1/1/22,11/5/25,8,11,DuPage
23313,6/9/25,9/1/25,11,11,McHenry
23314,11/27/22,NA,9,12,Grundy
23315,2/5/25,NA,8,9,Kane
23317,6/14/22,NA,8,12,Cook
23320,9/21/23,NA,2,4,Cook
23321,10/1/23,4/6/26,9,11,Cook
23322,3/2/24,NA,3,5,Champaign
23323,10/23/24,10/4/25,3,3,Edgar
23325,1/1/22,3/8/22,17,17,Fulton
23328,3/29/22,NA,8,12,Lake
23330,8/1/24,NA,2,3,Will
23331,6/22/23,7/23/25,11,13,LaSalle
23332,1/1/22,6/8/26,11,15,Rock Island
23333,9/29/25,NA,8,8,Will
23335,1/1/22,NA,1,5,Kane
23336,10/21/24,3/11/26,9,10,Hancock
23338,5/22/22,3/13/25,7,9,Madison
23339,1/1/22,NA,6,10,Lake
23340,1/1/22,7/15/22,0,0,Lake
23341,1/1/22,10/27/23,10,11,Cook
23342,4/15/23,2/16/25,4,5,Clinton
23343,1/1/22,9/25/25,12,15,Menard
23344,11/27/24,NA,9,10,Kane
23345,6/30/24,NA,13,15,Livingston
23346,1/1/22,NA,7,11,DuPage
23347,1/1/22,NA,0,4,Madison
23348,6/3/23,7/21/23,3,3,Rock Island
23349,1/1/22,NA,2,6,Lake
23350,2/26/26,6/26/26,14,14,Adams
23351,1/1/22,NA,8,12,Kane
23352,1/1/22,NA,4,8,Will
23354,10/20/24,NA,6,7,Cook
23358,3/25/22,2/12/23,4,4,Cook
23359,5/24/26,NA,17,17,Randolph
23360,1/1/22,12/28/22,6,6,Shelby
23361,1/1/22,2/17/24,15,17,Will
23365,6/16/22,NA,12,16,Cook
23366,1/1/22,8/7/22,15,15,Ogle
23369,11/27/25,NA,12,12,Lake
23371,1/1/22,NA,12,16,Will
23372,1/1/22,9/1/25,7,10,Jersey
23374,3/26/23,NA,9,12,Kane
23376,1/1/22,NA,13,17,Cook
23377,11/9/23,NA,3,5,Effingham
23380,8/14/22,4/4/24,6,7,Cook
23381,1/1/22,NA,6,10,DuPage
23387,1/1/22,NA,6,10,Cook
23389,1/1/22,1/31/24,0,2,Cook
23394,9/16/24,NA,2,3,Cook
23397,1/1/22,8/16/25,6,9,Kane
23398,8/29/25,11/4/25,7,7,Ogle
23400,1/1/22,NA,7,11,Cook
23401,1/1/22,NA,11,15,Franklin
23403,1/3/25,2/7/25,14,14,Jackson
23404,11/20/23,NA,5,7,St. Clair
23405,6/4/23,1/12/25,13,14,Winnebago
23406,1/1/22,NA,9,13,DuPage
23407,1/1/22,1/23/25,13,16,Cook
23408,4/27/26,NA,15,15,DuPage
23409,1/1/22,3/8/22,2,2,Kane
23412,1/1/22,1/15/25,5,8,DuPage
23413,4/21/26,NA,0,0,Lake
23415,1/10/26,NA,13,13,DuPage
23418,1/1/22,2/12/22,1,1,Lake
23419,1/1/22,1/3/23,13,14,Madison
23420,7/26/24,NA,3,4,Cook
23421,1/1/22,4/8/25,4,7,Vermilion
23424,9/27/25,NA,7,7,Cook
23427,2/26/23,4/24/23,5,5,DuPage
23428,2/10/24,NA,7,9,Winnebago
23431,1/1/22,4/30/24,11,13,McHenry
23433,1/1/22,9/30/23,10,11,Adams
23434,12/31/25,4/15/26,17,17,Cook
23435,4/19/25,NA,14,15,Franklin
23441,1/1/22,1/4/23,4,5,Will
23443,11/17/24,3/6/25,1,1,DuPage
23445,4/29/23,4/11/24,17,17,Cook
23446,2/16/26,NA,13,13,McHenry
23447,8/14/22,11/29/25,7,10,Ogle
23451,1/1/22,4/11/22,7,7,Winnebago
23453,10/28/23,11/10/23,6,6,Macoupin
23454,3/10/22,9/24/24,15,17,Cook
23455,7/11/23,2/22/26,4,6,Cook
23456,1/1/22,4/22/22,9,9,Cook
23457,6/20/25,6/28/25,1,1,Vermilion
23458,1/1/22,11/23/23,7,8,DuPage
23459,12/22/24,NA,5,6,DuPage
23460,1/1/22,1/2/23,14,15,Cook
23464,1/1/22,5/10/26,2,6,Lake
23468,5/3/24,3/13/26,1,2,Macoupin
23469,12/10/22,NA,0,3,Tazewell
23471,1/1/22,NA,7,11,Kane
23473,12/23/23,12/5/25,7,8,Sangamon
23474,1/1/22,NA,1,5,DeKalb
23475,3/25/23,9/13/23,0,0,Cook
23478,7/28/25,NA,10,10,DuPage
23480,11/3/24,3/16/25,3,3,McHenry
23481,12/12/24,NA,5,6,Cook
23487,2/25/24,NA,15,17,DuPage
23488,1/1/22,6/29/25,3,6,Cook
23489,10/5/24,NA,11,12,Franklin
23491,1/1/22,11/14/23,5,6,Kankakee
23495,11/13/24,NA,11,12,Cook
23496,1/1/22,11/1/23,4,5,McHenry
23497,1/1/22,NA,3,7,Macon
23501,1/1/22,2/9/23,5,6,Will
23511,1/1/22,3/29/23,9,10,Fulton
23512,1/1/22,11/11/23,1,2,Lake
23513,1/25/23,NA,5,8,Cook
23514,9/30/25,NA,16,16,Kankakee
23515,1/1/22,NA,12,16,Rock Island
23518,1/31/25,NA,13,14,Lake
23519,7/15/22,NA,14,17,Lake
23521,1/1/22,1/27/22,11,11,DuPage
23522,7/7/24,NA,7,8,Kane
23524,11/17/25,NA,9,9,DuPage
23525,9/20/25,NA,5,5,Lake
23527,1/1/22,2/25/23,2,3,DuPage
23528,1/1/22,5/19/25,10,13,Sangamon
23529,10/15/25,NA,8,8,Cook
23530,1/1/22,NA,3,7,Williamson
23531,1/1/22,5/5/24,15,17,Lee
23536,1/1/22,8/11/24,7,9,Champaign
23537,7/3/23,NA,9,11,Cook
23538,1/1/22,3/27/25,9,12,Will
23541,1/16/25,NA,13,14,DuPage
23542,1/1/22,NA,9,13,DuPage
23545,1/1/22,NA,10,14,Cook
23547,1/1/22,7/2/25,8,11,Lake
23548,1/1/22,NA,9,13,Sangamon
23552,7/24/23,NA,0,2,Lake
23553,1/1/22,3/28/23,6,7,McLean
23556,1/1/22,4/6/22,0,0,Kane
23561,10/23/25,NA,13,13,Madison
23563,1/1/22,NA,10,14,Cook
23564,4/13/23,5/22/26,8,11,Adams
23565,1/3/25,NA,7,8,Champaign
23566,5/6/23,6/5/25,7,9,Cook
23568,1/1/22,3/5/23,10,11,Cook
23571,9/30/24,NA,1,2,Kane
23572,5/12/25,NA,9,10,Cook
23574,5/15/24,NA,9,11,DuPage
23575,1/1/22,NA,4,8,Kane
23576,1/1/22,3/13/24,9,11,Cook
23577,1/1/22,3/27/22,13,13,Winnebago
23578,3/12/22,NA,1,5,Will
23579,1/19/25,NA,4,5,Jackson
23580,10/10/25,NA,16,16,DuPage
23582,6/20/25,NA,10,11,Peoria
23583,1/1/22,11/11/24,11,13,Saline
23584,1/1/22,2/20/23,15,16,Kane
23585,4/1/25,NA,7,8,Pike
23589,1/1/22,12/9/24,12,14,Sangamon
23593,1/1/22,3/7/23,11,12,Massac
23594,1/1/22,1/16/25,2,5,Cook
23596,4/9/26,NA,1,1,LaSalle
23600,8/12/23,NA,12,14,Cook
23601,1/12/24,NA,8,10,DuPage
23604,1/1/22,2/6/25,13,16,Cook
23606,1/1/22,7/25/22,2,2,Sangamon
23607,4/11/26,5/13/26,6,6,Will
23608,1/1/22,5/21/23,15,16,LaSalle
23609,5/23/25,NA,1,2,Sangamon
23611,1/1/22,NA,4,8,Henry
23612,2/19/23,5/12/24,16,17,Vermilion
23613,12/1/25,NA,17,17,DeKalb
23614,1/1/22,NA,3,7,Montgomery
23616,11/1/22,NA,11,14,Will
23617,1/1/22,11/16/24,11,13,McHenry
23619,7/18/22,7/21/22,0,0,Cook
23620,3/29/25,NA,0,1,Lake
23621,4/19/26,4/22/26,3,3,Ogle
23623,1/1/22,NA,13,17,DuPage
23626,1/1/22,NA,8,12,Williamson
23629,6/27/24,NA,8,10,Kane
23632,3/31/24,NA,13,15,Cook
23633,1/1/22,2/15/23,6,7,Will
23635,8/9/24,NA,15,16,Macon
23638,4/19/24,NA,10,12,Lake
23639,3/1/22,3/27/24,2,4,DuPage
23643,3/6/25,NA,16,17,DuPage
23644,1/1/22,9/15/23,1,2,DuPage
23645,1/1/22,8/29/23,5,6,Cook
23650,1/1/22,2/23/24,7,9,Lake
23655,1/1/22,9/14/23,14,15,Cook
23656,12/23/23,1/10/24,10,10,Crawford
23659,6/11/26,NA,4,4,Montgomery
23660,1/1/22,NA,12,16,Will
23661,1/1/22,12/2/23,7,8,Kane
23665,6/27/25,NA,12,13,Lake
23668,10/31/22,NA,7,10,DuPage
23669,9/3/24,9/13/24,5,5,Madison
23670,11/27/23,11/28/25,15,17,Cook
23671,5/10/23,1/20/26,1,3,Cook
23674,12/25/22,NA,6,9,Kane
23677,5/11/24,5/12/24,12,12,Cook
23683,1/1/26,3/28/26,10,10,DuPage
23684,1/1/22,12/12/22,1,1,Cook
23688,11/13/24,12/6/24,10,10,Will
23693,1/1/22,3/30/25,10,13,Kane
23694,7/14/22,NA,11,14,Lake
23696,5/7/24,NA,10,12,Champaign
23698,1/1/22,NA,9,13,LaSalle
23700,1/1/22,NA,10,14,Will
23702,1/1/22,NA,11,15,Will
23703,7/6/22,NA,11,14,Peoria
23704,5/29/26,NA,1,1,Lake
23705,1/1/22,5/22/25,7,10,Kendall
23710,11/19/25,NA,4,4,Cumberland
23712,1/1/22,7/15/22,11,11,Kane
23713,8/13/23,NA,6,8,Ogle
23714,1/1/22,12/3/23,13,14,Clinton
23717,1/1/22,NA,3,7,Kane
23719,5/13/26,NA,3,3,Kane
23721,1/1/22,NA,6,10,Cook
23724,7/16/25,NA,16,16,Kane
23725,3/7/24,6/28/26,1,3,Macoupin
23726,10/27/23,NA,11,13,Lake
23727,1/1/22,7/28/22,1,1,Cook
23729,11/20/22,4/15/25,12,14,Cook
23730,1/18/26,NA,14,14,Will
23731,1/1/22,NA,6,10,DuPage
23733,1/13/23,NA,3,6,DeKalb
23734,1/1/22,NA,5,9,Cook
23735,8/8/25,NA,11,11,DuPage
23737,1/1/22,2/24/22,0,0,Lake
23739,11/10/25,NA,16,16,DuPage
23740,5/28/25,NA,16,17,St. Clair
23741,8/7/25,NA,7,7,Madison
23742,2/22/22,NA,1,5,Cook
23743,1/1/22,4/24/23,16,17,Kane
23744,3/26/22,2/25/26,0,3,Lake
23745,1/1/22,NA,0,4,Lake
23746,1/1/22,2/28/22,2,2,Kane
23747,9/30/22,11/26/22,5,5,Lake
23748,1/1/22,2/17/25,0,3,Cook
23749,6/15/26,NA,14,14,Kane
23753,3/12/24,NA,2,4,DuPage
23754,1/1/22,7/8/25,5,8,Madison
23755,1/1/22,6/7/22,4,4,Lake
23758,1/1/22,NA,7,11,Jefferson
23759,9/29/22,NA,1,4,Grundy
23760,11/15/22,NA,1,4,DuPage
23762,1/1/22,NA,9,13,Douglas
23766,1/1/22,5/9/22,4,4,Livingston
23767,1/2/23,NA,14,17,Cook
23768,1/1/22,2/15/25,12,15,Cook
23769,3/4/22,3/6/22,13,13,Kendall
23770,1/7/22,NA,9,13,DuPage
23772,1/1/22,NA,10,14,Cook
23773,1/1/22,1/21/24,8,10,Cook
23777,1/1/22,NA,8,12,Peoria
23778,4/11/22,NA,2,6,McHenry
23779,4/29/22,9/4/22,4,4,Lake
23780,1/10/22,12/27/24,0,2,Winnebago
23785,7/7/23,NA,12,14,Champaign
23789,1/1/22,NA,4,8,Cook
23790,8/29/22,NA,8,11,Cook
23791,5/13/22,NA,1,5,Will
23793,4/14/25,NA,1,2,Jo Daviess
23794,2/17/24,9/23/24,16,16,Cook
23802,1/9/26,NA,3,3,Kane
23805,1/1/22,12/2/25,5,8,St. Clair
23807,7/30/22,6/15/24,4,5,Cook
23811,9/14/24,NA,6,7,Cook
23813,1/1/22,3/12/26,3,7,McHenry
23814,1/1/22,NA,0,4,DeKalb
23815,1/1/22,3/5/24,1,3,Jasper
23816,1/1/22,5/2/24,7,9,Will
23817,10/25/25,NA,10,10,Perry
23821,7/2/23,NA,11,13,Cook
23822,6/3/23,NA,10,13,Hancock
23823,1/1/22,1/23/25,2,5,Will
23825,1/1/22,3/12/24,14,16,Cook
23827,1/1/22,12/25/23,12,13,Lake
23828,6/3/23,NA,9,12,Tazewell
23831,1/10/24,NA,12,14,DuPage
23833,12/22/22,10/22/23,16,16,Ford
23834,1/1/22,12/12/24,11,13,Cook
23838,1/1/22,NA,6,10,Madison
23840,1/1/22,5/12/25,13,16,DuPage
23841,3/25/24,10/10/24,1,1,DuPage
23842,9/27/25,NA,15,15,Lake
23845,7/10/25,NA,16,16,LaSalle
23846,8/26/22,8/31/22,4,4,Cook
23848,4/10/22,9/6/22,10,10,Jackson
23854,1/1/22,10/15/22,0,0,McHenry
23856,8/14/22,NA,8,11,Cook
23857,9/29/25,NA,1,1,Christian
23858,11/16/23,8/19/25,0,1,Kankakee
23861,11/3/22,1/9/23,11,11,LaSalle
23863,6/30/26,NA,14,14,Cook
23865,1/1/22,NA,2,6,Cook
23866,8/5/25,NA,15,15,Franklin
23867,5/15/25,NA,14,15,DuPage
23868,1/1/22,3/26/26,12,16,St. Clair
23869,3/3/22,6/5/22,8,8,DuPage
23873,1/1/22,NA,7,11,Madison
23876,11/18/22,6/19/23,3,3,Champaign
23877,5/1/22,NA,1,5,Kane
23879,1/1/22,8/15/24,2,4,Will
23880,1/8/22,NA,9,13,Cook
23881,10/3/25,3/29/26,2,2,Cook
23882,2/17/22,6/16/23,5,6,Boone
23885,8/8/25,9/21/25,7,7,Cook
23886,1/1/22,NA,11,15,Piatt
23888,1/1/22,1/25/22,9,9,Kendall
23890,1/1/22,6/5/25,0,3,Lake
23892,1/8/22,NA,8,12,Cook
23894,1/1/22,4/19/24,7,9,Will
23896,9/8/24,NA,14,15,St. Clair
23897,1/1/22,10/15/23,0,1,Will
23899,9/5/25,NA,13,13,Will
23900,1/1/22,8/16/23,3,4,Lake
23902,10/11/24,NA,15,16,Peoria
23904,1/1/22,NA,7,11,DuPage
23905,1/1/22,NA,11,15,Ogle
23907,1/1/22,8/15/25,11,14,Woodford
23908,1/1/22,1/6/24,13,15,Cook
23909,2/14/24,4/19/24,8,8,St. Clair
23911,1/1/22,9/23/22,4,4,Jackson
23912,7/17/24,NA,4,5,Winnebago
23913,1/1/22,NA,9,13,Sangamon
23914,3/14/26,NA,8,8,Kankakee
23916,1/1/22,12/9/23,10,11,Lake
23918,10/8/25,NA,17,17,DuPage
23921,1/1/22,11/1/22,13,13,Will
23922,11/25/22,NA,9,12,Cook
23924,9/27/24,4/3/25,11,11,St. Clair
23926,1/1/22,NA,4,8,Hancock
23928,2/18/24,6/5/26,15,17,Sangamon
23930,8/12/22,NA,3,6,Cook
23931,6/1/24,NA,7,9,Cook
23932,3/29/25,8/5/25,4,4,Will
23935,1/1/22,NA,4,8,Randolph
23936,1/1/22,7/13/23,11,12,Fulton
23938,1/1/22,10/14/22,9,9,Cook
23939,1/1/22,NA,4,8,Lake
23946,1/1/22,8/1/23,12,13,Cook
23947,1/1/22,11/10/22,16,16,Richland
23949,6/28/26,NA,17,17,Adams
23950,1/1/22,NA,1,5,Cook
23951,1/1/22,2/29/24,NA,NA,Cook
23954,2/15/25,NA,9,10,Will
23957,5/29/22,10/11/25,10,13,Lake
23960,3/12/24,5/28/24,3,3,Whiteside
23961,12/30/25,NA,14,14,Cook
23962,1/1/22,8/12/25,4,7,St. Clair
23963,1/25/22,NA,2,6,Cook
23964,1/19/25,NA,5,6,Kane
23965,1/1/22,3/2/25,6,9,DuPage
23966,1/1/22,NA,8,12,Vermilion
23967,10/6/24,6/6/25,10,10,Rock Island
23969,4/30/25,NA,0,1,St. Clair
23970,5/22/25,NA,4,5,McHenry
23972,4/16/25,NA,8,9,Kane
23973,6/17/26,NA,5,5,DuPage
23975,7/25/22,NA,9,12,Cook
23976,1/1/22,NA,7,11,Will
23977,1/1/22,2/17/23,0,1,Adams
23978,7/24/25,10/18/25,7,7,Will
23982,1/1/22,7/26/24,6,8,Kendall
23983,3/29/26,NA,10,10,Will
23986,1/1/22,NA,4,8,Will
23990,9/3/24,9/21/24,4,4,DuPage
23992,1/1/22,11/21/25,7,10,Cook
23995,1/1/22,NA,1,5,McLean
23996,5/29/23,NA,7,10,Kane
23997,2/3/24,NA,9,11,Cook
23998,2/11/23,NA,11,14,DuPage
23999,1/1/22,NA,5,9,McLean
24003,1/1/22,1/30/24,6,8,McLean
24005,1/1/22,NA,8,12,Lake
24006,1/1/22,10/9/24,3,5,DuPage
24007,1/1/22,8/8/24,4,6,Lake
24013,10/31/22,5/15/25,13,15,Fulton
24016,1/1/22,8/4/22,2,2,Peoria
24018,7/2/24,9/22/24,9,9,Cook
24020,1/1/22,NA,10,14,DuPage
24025,10/17/25,NA,13,13,DuPage
24026,1/1/22,NA,8,12,Cook
24027,1/1/22,NA,12,16,Clark
24028,8/22/24,NA,12,13,Cook
24029,1/1/22,4/6/22,9,9,Cook
24031,8/2/22,NA,10,13,Sangamon
24032,1/1/22,10/13/25,4,7,Cook
24035,1/1/22,12/23/23,6,7,Cook
24037,2/26/24,NA,11,13,Stephenson
24038,1/1/22,2/28/24,11,13,DuPage
24039,1/1/22,8/14/22,10,10,Will
24042,1/1/22,NA,6,10,Kane
24043,1/1/22,4/19/22,7,7,Cook
24044,1/1/22,8/7/22,3,3,Cook
24045,10/26/22,NA,9,12,Knox
24046,5/17/24,12/25/24,4,4,Will
24049,1/1/22,9/21/22,3,3,Will
24051,1/1/22,8/28/22,14,14,Sangamon
24052,1/1/22,1/24/22,8,8,Cook
24054,5/17/22,NA,0,4,Cook
24056,1/19/25,NA,11,12,Kane
24058,1/1/22,NA,10,14,Cook
24059,1/1/23,NA,11,14,Cook
24060,2/11/26,NA,11,11,Edgar
24064,1/1/22,6/26/26,10,14,Cook
24066,12/10/23,NA,1,3,DuPage
24068,1/1/22,9/12/23,4,5,Kane
24069,1/1/22,NA,1,5,Cook
24071,8/12/23,NA,5,7,McLean
24073,1/1/22,NA,3,7,Cook
24074,1/11/26,NA,11,11,Will
24075,2/9/22,NA,11,15,DuPage
24077,1/1/22,NA,6,10,Kane
24078,2/16/23,4/20/23,0,0,Kane
24079,1/1/22,NA,13,17,DuPage
24080,1/1/22,NA,1,5,DuPage
24081,1/1/22,NA,1,5,Jefferson
24083,1/1/22,4/16/26,5,9,Kane
24084,9/8/22,NA,4,7,Will
24085,1/1/22,12/23/24,9,11,Peoria
24087,1/1/22,NA,11,15,Cook
24088,12/19/23,NA,4,6,McHenry
24089,1/1/22,9/28/22,2,2,McHenry
24091,1/1/22,8/31/24,12,14,Kankakee
24092,6/1/23,10/2/25,12,14,Lake
24094,9/22/23,NA,5,7,Cook
24095,1/1/22,1/21/26,2,6,McLean
24096,8/25/23,NA,7,9,Will
24098,1/1/22,7/14/24,8,10,Kane
24099,1/1/22,8/22/23,9,10,Sangamon
24103,1/1/22,1/12/22,10,10,Cook
24104,1/1/22,NA,1,5,Will
24106,1/1/22,NA,10,14,Cook
24107,11/15/23,9/18/25,0,1,Kane
24109,1/1/22,NA,9,13,Cook
24110,1/8/23,NA,5,8,Will
24114,3/12/24,NA,0,2,Stephenson
24117,1/1/22,NA,5,9,Kane
24119,6/7/24,NA,14,16,Madison
24120,4/16/24,NA,6,8,Will
24122,1/1/22,10/2/25,1,4,Hancock
24123,1/1/22,NA,12,16,Cook
24124,1/1/22,12/20/23,9,10,Lake
24126,3/26/26,NA,17,17,Kane
24127,10/24/22,1/9/23,7,7,McHenry
24129,1/1/22,10/3/24,5,7,DuPage
24130,1/12/22,7/15/24,3,5,Whiteside
24131,10/8/24,4/5/25,0,0,Morgan
24132,1/1/22,1/28/22,14,14,Marion
24133,1/1/22,9/3/24,15,17,DuPage
24134,1/1/22,6/30/23,6,7,Kane
24136,2/5/22,11/14/22,15,15,Kane
24139,6/5/23,NA,12,15,Williamson
24141,12/31/25,4/26/26,0,0,Cook
24142,1/1/22,12/11/22,0,0,Kane
24144,1/1/22,2/15/22,3,3,DuPage
24145,5/4/24,NA,14,16,St. Clair
24146,1/1/22,8/15/22,12,12,Cook
24149,3/9/26,NA,17,17,Cook
24151,1/10/23,6/6/24,8,9,Woodford
24152,1/8/26,NA,4,4,Will
24153,1/1/22,4/17/24,14,16,Lake
24154,1/1/22,11/3/22,10,10,Kane
24155,10/21/24,NA,14,15,Kane
24161,10/29/23,3/8/25,8,9,McHenry
24162,1/1/22,11/8/22,13,13,McHenry
24165,6/18/26,NA,9,9,Cook
24167,6/17/22,NA,1,5,DuPage
24168,6/20/25,10/15/25,2,2,Peoria
24169,1/1/22,10/26/23,7,8,McHenry
24170,7/19/25,NA,15,15,Winnebago
24171,9/22/24,10/26/24,14,14,McDonough
24174,10/2/25,NA,0,0,McHenry
24176,12/29/23,NA,12,14,Rock Island
24177,5/10/25,NA,13,14,Cook
24178,1/1/22,11/9/24,6,8,Peoria
24180,10/15/24,NA,11,12,LaSalle
24181,1/1/22,5/12/24,6,8,Cook
24182,1/1/22,1/7/23,12,13,Lake
24183,2/20/24,NA,7,9,Kane
24185,6/3/25,NA,12,13,Will
24186,1/1/22,NA,10,14,McHenry
24187,5/17/23,NA,12,15,DuPage
24189,5/21/26,NA,1,1,DuPage
24191,5/29/26,NA,13,13,LaSalle
24193,1/1/22,NA,7,11,Kane
24196,1/1/22,NA,7,11,Cook
24199,3/22/24,8/10/24,14,14,Pike
24201,1/1/22,8/6/24,13,15,Will
24204,1/12/23,NA,4,7,Cook
24206,1/1/22,5/10/22,17,17,Cook
24208,1/1/22,6/3/24,5,7,Kendall
24209,3/24/23,NA,2,5,Cook
24213,1/1/22,NA,12,16,Cook
24215,9/14/24,NA,8,9,Lake
24222,1/1/22,NA,4,8,McLean
24223,1/1/22,4/6/24,14,16,Cook
24227,2/8/24,2/28/24,10,10,Cook
24228,7/27/22,NA,8,11,DuPage
24230,2/4/24,3/5/24,17,17,Champaign
24231,12/30/24,NA,3,4,Lake
24233,11/29/24,NA,6,7,Cook
24234,7/14/24,12/19/25,12,13,Lake
24236,1/1/22,NA,3,7,Will
24238,2/18/23,7/16/23,11,11,Will
24239,7/20/24,10/7/24,16,16,Effingham
24241,1/1/22,2/24/26,8,12,Cook
24248,1/1/22,1/23/25,11,14,Lake
24250,4/14/24,NA,5,7,Lake
24256,8/31/23,5/1/25,14,15,Will
24257,2/24/22,NA,10,14,Cook
24260,1/1/22,7/15/22,9,9,Bureau
24266,10/21/22,1/19/25,13,15,Sangamon
24268,1/1/22,9/12/25,13,16,Massac
24269,1/1/22,12/2/24,3,5,Clinton
24270,9/17/25,4/18/26,2,2,Hamilton
24272,4/27/23,1/30/26,7,9,Lake
24273,2/2/25,NA,3,4,DuPage
24274,9/16/25,NA,7,7,Kankakee
24276,1/1/22,5/2/22,8,8,Cook
24277,5/5/25,NA,4,5,Will
24282,5/9/24,NA,10,12,Rock Island
24283,1/1/22,6/29/24,1,3,Cook
24284,3/5/23,5/7/25,6,8,Winnebago
24285,5/5/25,NA,12,13,Lake
24286,1/1/22,1/31/22,11,11,Marion
24287,1/23/24,NA,1,3,DuPage
24290,1/1/22,NA,10,14,Kane
24292,1/1/22,3/16/26,6,10,Cook
24294,1/1/22,2/28/23,10,11,Kane
24297,1/1/22,8/26/24,5,7,Kane
24298,1/1/22,11/26/24,3,5,McDonough
24301,1/1/22,9/18/22,12,12,Madison
24302,1/1/22,2/3/25,10,13,Kane
24304,1/7/23,NA,14,17,Cook
24305,9/4/23,NA,3,5,Sangamon
24307,8/27/23,8/22/24,14,14,DuPage
24308,1/1/22,8/7/23,8,9,Madison
24309,2/16/24,NA,7,9,Cook
24311,3/13/25,5/7/25,9,9,Will
24314,1/1/22,4/11/24,12,14,Cook
24320,9/21/24,6/16/25,9,9,DuPage
24321,1/1/22,NA,12,16,Cook
24324,1/1/22,NA,12,16,Lake
24325,2/25/23,NA,8,11,Will
24326,1/1/22,1/31/24,3,5,Cook
24327,1/1/22,8/27/25,14,17,Lake
24328,1/2/24,7/6/24,10,10,Marion
24329,1/1/22,1/31/22,13,13,Cook
24330,1/1/22,NA,9,13,Cook
24333,1/1/22,10/11/22,7,7,DuPage
24336,1/1/22,NA,4,8,DuPage
24338,3/3/24,1/28/25,1,1,Will
24339,12/4/22,NA,8,11,DuPage
24341,1/1/22,NA,12,16,Madison
24342,5/12/23,NA,4,7,Clinton
24344,1/1/22,5/13/22,11,11,Lake
24345,1/16/23,8/26/23,6,6,Will
24351,8/27/24,NA,8,9,DuPage
24352,7/3/24,9/1/24,10,10,Williamson
24354,1/19/24,5/22/26,7,9,Cook
24355,1/1/22,NA,10,14,Lake
24356,1/1/22,2/10/26,2,6,Madison
24357,10/16/25,NA,7,7,Perry
24359,10/10/22,6/6/23,16,16,Cook
24361,1/1/22,NA,8,12,St. Clair
24365,11/2/25,NA,8,8,Cook
24367,1/1/22,8/2/22,13,13,Kendall
24368,10/29/23,9/10/24,6,6,Randolph
24369,1/1/22,2/20/25,7,10,Tazewell
24370,1/1/22,NA,1,5,Cook
24372,1/1/22,11/11/24,1,3,Cook
24374,1/1/22,11/20/23,1,2,Kane
24377,11/15/22,11/17/22,14,14,Will
24380,12/28/22,6/1/26,13,16,Williamson
24381,1/1/22,8/22/23,15,16,Kane
24383,6/26/23,NA,13,16,Madison
24384,12/23/25,1/28/26,14,14,Cook
24385,1/1/22,NA,5,9,DuPage
